"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Apple Card","","06/09/2022","First Watch","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$45.22,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/09/2022","Back Yard Burgers","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$18.97,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/09/2022","Toasted Winter Par","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$11.57,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/09/2022","Caliber Car Wash Winter","Fixed Monthly Expenses: Cleaning ✨","Fixed Monthly Expenses","Cleaning ✨","",$10.00,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/09/2022","Downtown Arts Distric","Fun Money: Melanie's Discretionary 🌱","Fun Money","Melanie's Discretionary 🌱","",$6.39,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/09/2022","Cityarts","Fun Money: Melanie's Discretionary 🌱","Fun Money","Melanie's Discretionary 🌱","",$5.00,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/09/2022","Nayax","Fun Money: Melanie's Discretionary 🌱","Fun Money","Melanie's Discretionary 🌱","",$5.00,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/08/2022","Earl of Sandwich","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$34.10,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/08/2022","Nayax","Fun Money: Melanie's Discretionary 🌱","Fun Money","Melanie's Discretionary 🌱","",$10.00,$0.00,"Reconciled"
"Apple Card","","06/08/2022","PUBLIX #1304 870 VILLAGE OAK LN LAKE MARY 32746 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$3.81,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/08/2022","Dunkin'","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$3.31,$0.00,"Reconciled"
"Apple Card","","06/07/2022","PATRIOT AQUATICS - 536991 SAND LAKE RD 407-8622207 32714 FL USA","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$227.00,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/07/2022","","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$180.16,$0.00,"Uncleared"
"Chase Disney Visa (0810)","","06/07/2022","","Variable Expenses: Gifts/Presents 🎁","Variable Expenses","Gifts/Presents 🎁","",$50.00,$0.00,"Uncleared"
"Chase Prime Visa (8863)","","06/07/2022","Harry's","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$44.62,$0.00,"Reconciled"
"Apple Card","","06/07/2022","ORLANDO SCIENCE CENTER777 E PRINCETON ST ORLANDO 32803 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$33.54,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","06/07/2022","Amazon","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","Playground net",$22.03,$0.00,"Reconciled"
"Apple Card","","06/07/2022","SQ *4 ROOTS CAFE 777 E. PRINCETON ST. ORLANDO 32803 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$16.73,$0.00,"Reconciled"
"Apple Card","","06/07/2022","STARBUCKS 800-782-72822401 UTAH AVE S 800-782-7282 98134 WA USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$13.47,$0.00,"Reconciled"
"Apple Card","","06/07/2022","SQ *4 ROOTS CAFE 777 E. PRINCETON ST. ORLANDO 32803 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$8.14,$0.00,"Reconciled"
"Apple Card","","06/07/2022","APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Subscriptions ⏱️: Subscriptions to Categorize📺","Subscriptions ⏱️","Subscriptions to Categorize📺","",$5.99,$0.00,"Reconciled"
"Shared Checking (1852)","","06/06/2022","","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$245.86,$0.00,"Uncleared"
"Citi Costco Card","","06/06/2022","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$81.99,$0.00,"Reconciled"
"Citi Costco Card","","06/06/2022","Costco (Gas)","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$78.37,$0.00,"Reconciled"
"Shared Checking (1852)","","06/06/2022","","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$55.47,$0.00,"Uncleared"
"Apple Card","","06/06/2022","HEALTHYWAGE 1234 SOUTH DIXIE HIGHWAY 8886363832 33146 FL USA","Fun Money: Melanie's Discretionary 🌱","Fun Money","Melanie's Discretionary 🌱","",$31.00,$0.00,"Reconciled"
"Apple Card","","06/06/2022","STARBUCKS STORE 11956 3850 E. SR 436 APOPKA 32703 FL USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$18.56,$0.00,"Reconciled"
"Shared Checking (1852)","","06/06/2022","","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$12.60,$0.00,"Uncleared"
"Chase Prime Visa (8863)","","06/05/2022","National Risk Solutions","Fixed Monthly Expenses: Home Insurance 💥","Fixed Monthly Expenses","Home Insurance 💥","",$858.26,$0.00,"Reconciled"
"Apple Card","","06/05/2022","PAYPAL *EXPRESSIONS 7700 EASTPORT PARKWAY 4076183025 32825 FL USA","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$178.50,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/05/2022","Dollar Tree","Variable Expenses: Gifts/Presents 🎁","Variable Expenses","Gifts/Presents 🎁","",$20.26,$0.00,"Reconciled"
"Apple Card","","06/05/2022","NYTIMES*NYTIMES 620 8TH AVE 800-698-4637 10018 NY USA","Subscriptions ⏱️: Subscriptions to Categorize📺","Subscriptions ⏱️","Subscriptions to Categorize📺","",$17.00,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","06/05/2022","HBO Max","Subscriptions ⏱️: Subscriptions to Categorize📺","Subscriptions ⏱️","Subscriptions to Categorize📺","",$11.30,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/05/2022","Pollo Tropical","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$9.70,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/05/2022","McDonald's","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$2.00,$0.00,"Reconciled"
"Apple Card","","06/04/2022","TRADER JOE'S #765 QPS 131 N ORLANDO AVE WINTER PARK 32789 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$200.23,$0.00,"Reconciled"
"Citi Costco Card","","06/04/2022","SunPass","Day to Day Variables: Tolls/Parking/Commute💰","Day to Day Variables","Tolls/Parking/Commute💰","",$25.00,$0.00,"Reconciled"
"Apple Card","","06/04/2022","PUBLIX SUPERMARKETS #12381 W STATE ROAD 434 LONGWOOD 32779 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$21.47,$0.00,"Reconciled"
"Apple Card","","06/03/2022","SPROUTS FARMERS MARK 2283 E SEMORAN BLVD APOPKA 32703 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$131.80,$0.00,"Reconciled"
"Shared Checking (1852)","","06/03/2022","Zelle Transfer to Jan","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$60.00,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","06/03/2022","Steam","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$19.99,$0.00,"Reconciled"
"Apple Card","","06/03/2022","DFTBA.COM 2291 W. BROADWAY, SUITE 6 MISSOULA 59808 MT USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$13.75,$0.00,"Reconciled"
"Apple Card","","06/03/2022","CKO*PATREON* MEMBERSHI600 TOWNSEND 833-9728766 94103 CA USA","Fun Money: Melanie's Discretionary 🌱","Fun Money","Melanie's Discretionary 🌱","",$5.00,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","06/02/2022","Mindworks Psychological","Hidden Categories: Therapy 🧑‍⚕️","Hidden Categories","Therapy 🧑‍⚕️","",$1595.00,$0.00,"Reconciled"
"Shared Checking (1852)","","06/02/2022","Affirm","Hidden Categories: Couch 🛋️","Hidden Categories","Couch 🛋️","",$333.07,$0.00,"Reconciled"
"Shared Checking (1852)","","06/02/2022","Zelle Transfer to Lisa","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$120.00,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/02/2022","Wawa","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$81.27,$0.00,"Reconciled"
"Shared Checking (1852)","","06/02/2022","Zelle Transfer to Lisa","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$30.00,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","06/02/2022","Patreon","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$7.50,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","06/02/2022","Amazon Kids","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$6.99,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","06/01/2022","Lake Mary","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$24.77,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","06/01/2022","Paramount+","Subscriptions ⏱️: Subscriptions to Categorize📺","Subscriptions ⏱️","Subscriptions to Categorize📺","",$4.97,$0.00,"Reconciled"
"TrustCo Checking","","05/31/2022","Transfer : Longwood Mortgage","Paying Off: Mortgage 🏘","Paying Off","Mortgage 🏘","",$1320.84,$0.00,"Reconciled"
"Colin's Checking (4074)","","05/31/2022","Honda Financial","Hidden Categories: Car 🚗","Hidden Categories","Car 🚗","",$494.15,$0.00,"Reconciled"
"Apple Card","","05/31/2022","MONTHLY INSTALLMENTS (8 OF 12)","Hidden Categories: Macbook Airs 💻","Hidden Categories","Macbook Airs 💻","",$112.50,$0.00,"Reconciled"
"Shared Checking (1852)","","05/31/2022","","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$98.01,$0.00,"Uncleared"
"Apple Card","","05/31/2022","MONTHLY INSTALLMENTS (8 OF 12)","Hidden Categories: Macbook Airs 💻","Hidden Categories","Macbook Airs 💻","",$82.50,$0.00,"Reconciled"
"Shared Checking (1852)","","05/31/2022","","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$18.00,$0.00,"Uncleared"
"Chase Prime Visa (8863)","","05/31/2022","Steam","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$17.99,$0.00,"Reconciled"
"Apple Card","","05/31/2022","MONTHLY INSTALLMENTS (8 OF 12)","Hidden Categories: Macbook Airs 💻","Hidden Categories","Macbook Airs 💻","",$13.25,$0.00,"Reconciled"
"Shared Checking (1852)","","05/31/2022","","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$9.79,$0.00,"Uncleared"
"Shared Checking (1852)","","05/31/2022","","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$2.59,$0.00,"Uncleared"
"Apple Card","","05/30/2022","PUBLIX #227 540 S HUNT CLUB BLVD APOPKA 32703 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$33.72,$0.00,"Reconciled"
"Apple Card","","05/30/2022","APPLE.COM/BILL ONE APPLE PARK WAY 866-712-7753 95014 CA USA","Subscriptions ⏱️: Subscriptions to Categorize📺","Subscriptions ⏱️","Subscriptions to Categorize📺","",$16.73,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/29/2022","Paul's Pool Service Inc","Fixed Monthly Expenses: Pool Service 🏊","Fixed Monthly Expenses","Pool Service 🏊","",$350.00,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/29/2022","Thailicious","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$117.07,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/29/2022","7-Eleven","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$30.38,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/29/2022","Jason's Deli","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$13.99,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/29/2022","Paramount+","Subscriptions ⏱️: Subscriptions to Categorize📺","Subscriptions ⏱️","Subscriptions to Categorize📺","",$5.69,$0.00,"Reconciled"
"Apple Card","","05/28/2022","PUBLIX #1174 301 WEST RD OCOEE 34761 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$116.53,$0.00,"Reconciled"
"Apple Card","","05/28/2022","PUBLIX SUPERMARKETS #12381 W STATE ROAD 434 LONGWOOD 32779 FL USA","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$18.55,$0.00,"Reconciled"
"Shared Checking (1852)","","05/27/2022","Zelle Transfer to Jan","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$120.00,$0.00,"Reconciled"
"Shared Checking (1852)","","05/27/2022","","Variable Expenses: Clothing/Grooming 👕","Variable Expenses","Clothing/Grooming 👕","",$102.98,$0.00,"Uncleared"
"Chase Prime Visa (8863)","","05/27/2022","Hca Local Hospital","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$102.07,$0.00,"Reconciled"
"Shared Checking (1852)","","05/27/2022","","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$94.95,$0.00,"Uncleared"
"Apple Card","","05/27/2022","CVS/PHARMACY #03150 221 S STATE RD 434 ALTAMONTE SPR32714 FL USA","Variable Expenses: Medical  / Health🌡","Variable Expenses","Medical  / Health🌡","",$7.15,$0.00,"Reconciled"
"Shared Checking (1852)","","05/27/2022","Target","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$4.42,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/26/2022","Whole Foods","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$69.17,$0.00,"Reconciled"
"Colin's Checking (4074)","","05/25/2022","Klarna","Hidden Categories: Trampoline 🦘","Hidden Categories","Trampoline 🦘","",$108.28,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/25/2022","Whole Foods","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$81.41,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/25/2022","Spectrum","Fixed Monthly Expenses: Cable & Internet 🖥️","Fixed Monthly Expenses","Cable & Internet 🖥️","",$74.99,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/25/2022","Circle K","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$60.06,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/25/2022","Back Yard Burgers","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$40.68,$0.00,"Reconciled"
"Apple Card","","05/25/2022","SP AWESOME-COFFEE 5845 SANDPIPER DRIVE MISSOULA 59808 MT USA","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$23.54,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/25/2022","KFC","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$8.00,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/25/2022","Google Drive","Subscriptions ⏱️: Subscriptions to Categorize📺","Subscriptions ⏱️","Subscriptions to Categorize📺","",$1.99,$0.00,"Reconciled"
"Apple Card","","05/24/2022","SQ *JOYCE LEMOS AERIAL7224 SANDSCOVE COURT GOSQ.COM 32792 FL USA","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$343.25,$0.00,"Reconciled"
"Shared Checking (1852)","","05/24/2022","Water Service","Fixed Monthly Expenses: Utilities 🚿","Fixed Monthly Expenses","Utilities 🚿","",$150.27,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/24/2022","","Hidden Categories: Household Goods 🏠","Hidden Categories","Household Goods 🏠","",$61.43,$0.00,"Uncleared"
"Chase Disney Visa (0810)","","05/24/2022","The Briarpatch","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$48.50,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/24/2022","All Fired Up Wint","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$34.08,$0.00,"Reconciled"
"Apple Card","","05/24/2022","HEALTHYWAGE 1234 SOUTH DIXIE HIGHWAY 8886363832 33146 FL USA","Fun Money: Melanie's Discretionary 🌱","Fun Money","Melanie's Discretionary 🌱","",$25.00,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/24/2022","","Variable Expenses: Gifts/Presents 🎁","Variable Expenses","Gifts/Presents 🎁","",$25.00,$0.00,"Uncleared"
"Apple Card","","05/24/2022","WAWA 5280 000528034256 ALOMA AVENUE WINTER PARK 32792 FL USA","Day to Day Variables: Fuel/Gasoline 🚘","Day to Day Variables","Fuel/Gasoline 🚘","",$4.47,$0.00,"Reconciled"
"Citi Costco Card","","05/23/2022","Costco","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$251.51,$0.00,"Reconciled"
"Shared Checking (1852)","","05/23/2022","Transfer to Venmo","Hidden Categories: Therapy 🧑‍⚕️","Hidden Categories","Therapy 🧑‍⚕️","",$100.00,$0.00,"Reconciled"
"Shared Checking (1852)","","05/23/2022","Target","Day to Day Variables: Essentials, Food, Home","Day to Day Variables","Essentials, Food, Home","",$60.42,$0.00,"Reconciled"
"Shared Checking (1852)","","05/23/2022","Target","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$19.90,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/23/2022","Amazon","Variable Expenses: Money Shuffling","Variable Expenses","Money Shuffling","Deodorant (Refunded)",$0.00,$39.58,"Reconciled"
"Chase Disney Visa (0810)","","05/22/2022","Bright Eyes","Fun Money: Date Night 💞","Fun Money","Date Night 💞","",$73.80,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/22/2022","Amazon","Variable Expenses: Pets 🐾","Variable Expenses","Pets 🐾","Cat baggies",$17.11,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/22/2022","Barnes & Noble","Day to Day Variables: Education 🎓","Day to Day Variables","Education 🎓","",$11.92,$0.00,"Reconciled"
"Chase Prime Visa (8863)","","05/22/2022","Icemakesboardgame","Fun Money: Colin's Discretionary 🎮","Fun Money","Colin's Discretionary 🎮","",$10.95,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/22/2022","Orlando Sportsplex","Fun Money: Fun/Entertainment 🎉","Fun Money","Fun/Entertainment 🎉","",$9.74,$0.00,"Reconciled"
"Chase Disney Visa (0810)","","05/22/2022","Bostoncoffeehouse_","Day to Day Variables: Eating Out  🍕","Day to Day Variables","Eating Out  🍕","",$3.66,$0.00,"Reconciled"
